,region,district,year,month,mean_mon_rainfall_mm
108799,Upper East,Bongo,2001,1,0.83531356
108800,Upper East,Builsa,2001,1,0.4551145
108801,Northern,West Mamprusi,2001,1,0.9913786
108802,Northern,Savelugu Nanton,2001,1,1.60588
108803,Northern,Tolon Kumbugu,2001,1,1.5055883
108804,Northern,Yendi,2001,1,2.16792
108805,Northern,Tamale,2001,1,1.5572246
108806,Upper West,Wa West,2001,1,1.152686
108807,Upper West,Wa Municipal,2001,1,0.95431215
108808,Upper West,Wa East,2001,1,1.0653751
108809,Upper East,Bawku Municipal,2001,1,0.45377818
108810,Northern,East Mamprusi,2001,1,0.3423973
108811,Northern,Central Gonja,2001,1,1.4638847
108812,Northern,West Gonja,2001,1,1.1354276
108813,Northern,Bole,2001,1,2.036612
108814,Northern,Sawla / Tuna / Kalba,2001,1,1.0722513
108815,Northern,Nanumba North,2001,1,3.528617
108816,Brong Ahafo,Kintampo,2001,1,3.306029
108817,Brong Ahafo,Kintampo South,2001,1,4.4352403
108818,Brong Ahafo,Wenchi,2001,1,3.8138
108819,Brong Ahafo,Tain,2001,1,4.578524
108820,Brong Ahafo,Jaman South,2001,1,8.556525
108821,Brong Ahafo,Jaman North,2001,1,8.199891
108822,Brong Ahafo,Asunafo North,2001,1,6.03893
108823,Brong Ahafo,Asunafo South,2001,1,7.2922077
108824,Brong Ahafo,Tano North,2001,1,6.0206013
108825,Brong Ahafo,Tano South,2001,1,6.4956684
108826,Ashanti,Atwima Mponua,2001,1,6.309586
108827,Ashanti,Atwima Nwabiagya,2001,1,5.6802783
108828,Ashanti,Amansie Central,2001,1,5.643504
108829,Ashanti,Obuasi Municipal,2001,1,7.911297
108830,Ashanti,Adansi North,2001,1,6.9479504
108831,Western,Bia,2001,1,6.4909687
108832,Western,Juabeso,2001,1,8.870248
108833,Western,Wassa Amenfi East,2001,1,10.865405
108834,Western,Wassa Amenfi West,2001,1,12.155396
108835,Central,Assin North,2001,1,12.11449
108836,Central,Assin South,2001,1,16.114904
108837,Volta,Krachi East,2001,1,3.9850817
108838,Volta,Krachi West,2001,1,2.9408245
108839,Greater Accra,Ga East,2001,1,10.49276
108840,Volta,South Dayi,2001,1,10.164773
108841,Volta,Norh Dayi (Kpando),2001,1,8.889033
108842,Northern,Karaga,2001,1,1.1977284
108843,Northern,Gushiegu,2001,1,1.249705
108844,Brong Ahafo,Pru,2001,1,4.2297854
108845,Brong Ahafo,Atebubu Amantin,2001,1,4.2463937
108846,Eastern,Kwahu West,2001,1,13.838504
108847,Eastern,Atiwa,2001,1,16.130602
108848,Eastern,East Akim,2001,1,18.819832
108849,Upper West,Sissala West,2001,1,0.46534237
108850,Upper West,Sissala East,2001,1,0.31720537
108851,Upper East,Bolgatanga,2001,1,0.8026396
108852,Upper East,Talensi Nabdam,2001,1,0.75455445
108853,Volta,South Tongu,2001,1,5.655835
108854,Upper East,Kasena Nankana East,2001,1,0.5471442
108855,Upper East,Kasena Nankana West,2001,1,0.25772595
108856,Upper West,Jirapa,2001,1,0.6577964
108857,Upper West,Lambussie Karni,2001,1,0.65576655
108858,Northern,Kpandai,2001,1,2.9929268
108859,Northern,East Gonja,2001,1,3.4509566
108860,Brong Ahafo,Dormaa East,2001,1,5.501257
108861,Brong Ahafo,Dormaa Municipal,2001,1,5.706095
108862,Brong Ahafo,Nkoranza South,2001,1,5.50163
108863,Brong Ahafo,Nkoranza North,2001,1,5.2164574
108864,Brong Ahafo,Sunyani Municipal,2001,1,5.6329336
108865,Brong Ahafo,Sunyani West,2001,1,4.5664763
108866,Central,Upper Denkyira West,2001,1,6.434975
108867,Central,Upper Denkyira East,2001,1,10.686113
108868,Central,Awutu Senya,2001,1,12.715466
108869,Central,Effutu,2001,1,13.145991
108870,Western,Prestea / Huni Valley,2001,1,15.391082
108871,Western,Tarkwa Nsuaem,2001,1,17.43495
108872,Western,Sefwi Wiawso,2001,1,8.2238
108873,Western,Sefwi Akontombra,2001,1,9.888028
108874,Greater Accra,Ga West,2001,1,12.791502
108875,Greater Accra,Weija (Ga South),2001,1,13.963183
108876,Greater Accra,Adenta,2001,1,9.181329
108877,Greater Accra,Tema,2001,1,8.751881
108878,Greater Accra,Ashaiman,2001,1,9.101398
108879,Greater Accra,Ledzokuku / Krowor,2001,1,9.512129
108880,Greater Accra,A M A,2001,1,11.334394
108881,Volta,Biakoye,2001,1,7.604927
108882,Eastern,Birim South,2001,1,11.22819
108883,Eastern,Birim Central Municipal,2001,1,11.938329
108884,Eastern,Kwahu East,2001,1,7.7010374
108885,Eastern,Kwahu South,2001,1,11.664752
108886,Ashanti,Adansi South,2001,1,10.49595
108887,Ashanti,Bosome Freho,2001,1,11.038614
108888,Ashanti,Sekyere South,2001,1,5.205564
108889,Ashanti,Sekyere Central,2001,1,4.2888393
108890,Ashanti,Mampong Municipal,2001,1,4.305839
108891,Ashanti,Offinso North,2001,1,6.5985894
108892,Ashanti,Offinso Municipal,2001,1,6.7525024
108893,Ashanti,Ejisu Juaben,2001,1,6.5013294
108894,Ashanti,Sekyere East,2001,1,5.9104614
108895,Central,Agona East,2001,1,11.291707
108896,Central,Agona West,2001,1,12.803072
108897,Eastern,Lower Manya Krobo,2001,1,14.948897
108898,Eastern,Upper Manya Krobo,2001,1,14.304465
108899,Western,Shama,2001,1,17.816364
108900,Western,Sekondi-Takoradi,2001,1,17.625902
108901,Western,Mpohor-Wassa East,2001,1,17.159412
108902,Western,Nzema East,2001,1,21.265306
108903,Western,Ellembelle,2001,1,21.84298
108904,Ashanti,Bekwai Municipal,2001,1,7.5572085
108905,Ashanti,Kwabre East,2001,1,4.651967
108906,Ashanti,Afigya Kwabre,2001,1,5.8445053
108907,Ashanti,Atwima Kwanwoma,2001,1,5.467566
108908,Ashanti,Bosumtwi,2001,1,7.883508
108909,Eastern,Birim North,2001,1,10.560578
108910,Eastern,Akyemansa,2001,1,9.651935
108911,Brong Ahafo,Sene,2001,1,4.8162074
108912,Ashanti,Sekyere Afram Plains,2001,1,5.2218256
108913,Eastern,Kwahu North,2001,1,6.739876
108914,Central,Gomoa West,2001,1,16.877344
108915,Central,Gomoa East,2001,1,14.444393
108916,Volta,Akatsi,2001,1,5.94969
108917,Volta,Hohoe,2001,1,10.372161
108918,Volta,Kadjebi,2001,1,5.611521
108919,Northern,Zabzugu-Tatale,2001,1,3.405426
108920,Upper East,Garu Tempane,2001,1,0.795818
108921,Northern,Bunkpurugu Yonyo,2001,1,0.6825051
108922,Northern,Nanumba South,2001,1,3.042881
108923,Volta,Ho,2001,1,9.447096
108924,Volta,Adaklu Anyigbe,2001,1,8.511674
108925,Northern,Chereponi,2001,1,0.82134575
108926,Northern,Saboba,2001,1,2.0694573
108927,Volta,Jasikan,2001,1,6.2074575
108928,Volta,Ketu North,2001,1,6.0395813
108929,Volta,Ketu South,2001,1,6.0924506
108930,Volta,Nkwanta North,2001,1,2.5361097
108931,Volta,Nkwanta South,2001,1,4.449811
109214,Ashanti,Ahafo Ano North,2001,2,20.809586
109215,Ashanti,Ahafo Ano South,2001,2,20.679325
109216,Ashanti,Amansie West,2001,2,28.309586
109217,Ashanti,Asante Akim North,2001,2,18.626116
109218,Ashanti,Asante Akim South,2001,2,25.245272
109219,Ashanti,Ejura Sekye Dumasi,2001,2,11.790076
109220,Brong Ahafo,Asutifi,2001,2,18.465607
109221,Brong Ahafo,Berekum,2001,2,17.368322
109222,Brong Ahafo,Techiman,2001,2,11.942835
109223,Central,Ajumanku / Enyan / Essiam,2001,2,39.068268
109224,Central,Abura / Asebu / Kwamankese,2001,2,27.273464
109225,Central,Asikuma / Odoben / Brakwa,2001,2,37.121468
109226,Central,Cape Coast,2001,2,23.692911
109227,Central,Komenda / Edina / Eguafo / Abirem,2001,2,31.623129
109228,Central,Mfantsiman,2001,2,25.993513
109229,Central,Twifo / Heman / Lower Denkyira,2001,2,47.311302
109230,Eastern,Akwapim North,2001,2,28.844702
109231,Eastern,Akwapim South,2001,2,25.223799
109232,Eastern,Asuogyaman,2001,2,16.58294
109233,Eastern,Fanteakwa,2001,2,23.508547
109234,Eastern,Kwaebibirem,2001,2,36.70586
109235,Eastern,New Juaben Municipal,2001,2,32.610302
109236,Eastern,Suhum / Kraboa Coaltar,2001,2,31.933926
109237,Eastern,West Akim,2001,2,37.069756
109238,Eastern,Yilo Krobo,2001,2,29.0865
109239,Greater Accra,Dangbe East,2001,2,8.141359
109240,Greater Accra,Dangbe West,2001,2,16.16569
109241,Upper West,Lawra,2001,2,2.6049092
109242,Upper West,Nadowli,2001,2,1.7302793
109243,Volta,Keta Municipal,2001,2,6.628887
109244,Volta,North Tongu,2001,2,12.331168
109245,Western,Ahanta West,2001,2,32.02409
109246,Western,Aowin / Suaman,2001,2,37.961483
109247,Western,Sefwi Bibiani-Ahwiaso Bekwai,2001,2,31.495855
109248,Western,Jomoro,2001,2,41.91798
109249,Ashanti,K M A,2001,2,20.772072
109250,Upper East,Bawku West,2001,2,1.6264606
109251,Upper East,Bongo,2001,2,2.026413
109252,Upper East,Builsa,2001,2,1.3624908
109253,Northern,West Mamprusi,2001,2,1.7466124
109254,Northern,Savelugu Nanton,2001,2,2.6371372
109255,Northern,Tolon Kumbugu,2001,2,2.3968582
109256,Northern,Yendi,2001,2,1.8096536
109257,Northern,Tamale,2001,2,2.0792105
109258,Upper West,Wa West,2001,2,2.291901
109259,Upper West,Wa Municipal,2001,2,1.9228718
109260,Upper West,Wa East,2001,2,1.8589603
109261,Upper East,Bawku Municipal,2001,2,1.0398484
109262,Northern,East Mamprusi,2001,2,1.331744
109263,Northern,Central Gonja,2001,2,1.9237628
109264,Northern,West Gonja,2001,2,2.3298218
109265,Northern,Bole,2001,2,3.131079
109266,Northern,Sawla / Tuna / Kalba,2001,2,2.3711233
109267,Northern,Nanumba North,2001,2,2.20057
109268,Brong Ahafo,Kintampo,2001,2,3.0761364
109269,Brong Ahafo,Kintampo South,2001,2,6.691477
109270,Brong Ahafo,Wenchi,2001,2,9.738854
109271,Brong Ahafo,Tain,2001,2,7.7693386
109272,Brong Ahafo,Jaman South,2001,2,14.936813
109273,Brong Ahafo,Jaman North,2001,2,10.585462
109274,Brong Ahafo,Asunafo North,2001,2,17.630655
109275,Brong Ahafo,Asunafo South,2001,2,21.144768
109276,Brong Ahafo,Tano North,2001,2,19.224968
109277,Brong Ahafo,Tano South,2001,2,19.921108
109278,Ashanti,Atwima Mponua,2001,2,21.956436
109279,Ashanti,Atwima Nwabiagya,2001,2,20.14283
109280,Ashanti,Amansie Central,2001,2,31.587372
109281,Ashanti,Obuasi Municipal,2001,2,35.42975
109282,Ashanti,Adansi North,2001,2,27.869255
109283,Western,Bia,2001,2,19.26156
109284,Western,Juabeso,2001,2,23.919628
109285,Western,Wassa Amenfi East,2001,2,51.411625
109286,Western,Wassa Amenfi West,2001,2,46.140354
109287,Central,Assin North,2001,2,37.085136
109288,Central,Assin South,2001,2,42.965614
109289,Volta,Krachi East,2001,2,4.336935
109290,Volta,Krachi West,2001,2,2.654349
109291,Greater Accra,Ga East,2001,2,13.130378
109292,Volta,South Dayi,2001,2,14.967146
109293,Volta,Norh Dayi (Kpando),2001,2,10.923499
109294,Northern,Karaga,2001,2,2.008945
109295,Northern,Gushiegu,2001,2,2.1070008
109296,Brong Ahafo,Pru,2001,2,4.7771683
109297,Brong Ahafo,Atebubu Amantin,2001,2,6.9661884
109298,Eastern,Kwahu West,2001,2,24.385138
109299,Eastern,Atiwa,2001,2,31.671804
109300,Eastern,East Akim,2001,2,38.39656
109301,Upper West,Sissala West,2001,2,1.2460158
109302,Upper West,Sissala East,2001,2,1.2188463
109303,Upper East,Bolgatanga,2001,2,2.0504665
109304,Upper East,Talensi Nabdam,2001,2,1.9673718
109305,Volta,South Tongu,2001,2,7.718644
109306,Upper East,Kasena Nankana East,2001,2,1.5690274
109307,Upper East,Kasena Nankana West,2001,2,1.1548299
109308,Upper West,Jirapa,2001,2,1.7256235
109309,Upper West,Lambussie Karni,2001,2,1.849396
109310,Northern,Kpandai,2001,2,2.7601132
109311,Northern,East Gonja,2001,2,2.380829
109312,Brong Ahafo,Dormaa East,2001,2,18.620167
109313,Brong Ahafo,Dormaa Municipal,2001,2,18.110474
109314,Brong Ahafo,Nkoranza South,2001,2,12.992529
109315,Brong Ahafo,Nkoranza North,2001,2,9.106442
109316,Brong Ahafo,Sunyani Municipal,2001,2,18.77813
109317,Brong Ahafo,Sunyani West,2001,2,17.494152
109318,Central,Upper Denkyira West,2001,2,36.492184
109319,Central,Upper Denkyira East,2001,2,41.76569
109320,Central,Awutu Senya,2001,2,22.443127
109321,Central,Effutu,2001,2,16.355722
109322,Western,Prestea / Huni Valley,2001,2,56.38678
109323,Western,Tarkwa Nsuaem,2001,2,47.561317
109324,Western,Sefwi Wiawso,2001,2,28.39592
109325,Western,Sefwi Akontombra,2001,2,31.408415
109326,Greater Accra,Ga West,2001,2,14.064519
109327,Greater Accra,Weija (Ga South),2001,2,16.417326
109328,Greater Accra,Adenta,2001,2,11.151589
109329,Greater Accra,Tema,2001,2,12.292953
109330,Greater Accra,Ashaiman,2001,2,15.811539
109331,Greater Accra,Ledzokuku / Krowor,2001,2,7.894938
109332,Greater Accra,A M A,2001,2,8.102457
109333,Volta,Biakoye,2001,2,6.942371
109334,Eastern,Birim South,2001,2,33.685513
109335,Eastern,Birim Central Municipal,2001,2,36.882416
109336,Eastern,Kwahu East,2001,2,17.979277
109337,Eastern,Kwahu South,2001,2,19.57788
109338,Ashanti,Adansi South,2001,2,29.39049
109339,Ashanti,Bosome Freho,2001,2,25.673412
109340,Ashanti,Sekyere South,2001,2,19.477121
109341,Ashanti,Sekyere Central,2001,2,12.527249
109342,Ashanti,Mampong Municipal,2001,2,15.979099
109343,Ashanti,Offinso North,2001,2,18.549398
109344,Ashanti,Offinso Municipal,2001,2,20.027771
109345,Ashanti,Ejisu Juaben,2001,2,19.170237
109346,Ashanti,Sekyere East,2001,2,18.986485
109347,Central,Agona East,2001,2,33.695786
109348,Central,Agona West,2001,2,35.121433
109349,Eastern,Lower Manya Krobo,2001,2,24.268433
109350,Eastern,Upper Manya Krobo,2001,2,21.836178
109351,Western,Shama,2001,2,34.207737
109352,Western,Sekondi-Takoradi,2001,2,35.050816
109353,Western,Mpohor-Wassa East,2001,2,50.54758
109354,Western,Nzema East,2001,2,39.05059
109355,Western,Ellembelle,2001,2,36.661297
109356,Ashanti,Bekwai Municipal,2001,2,23.393576
109357,Ashanti,Kwabre East,2001,2,18.849813
109358,Ashanti,Afigya Kwabre,2001,2,19.08268
109359,Ashanti,Atwima Kwanwoma,2001,2,22.357748
109360,Ashanti,Bosumtwi,2001,2,20.040974
109361,Eastern,Birim North,2001,2,28.844408
109362,Eastern,Akyemansa,2001,2,30.778322
109363,Brong Ahafo,Sene,2001,2,5.114688
109364,Ashanti,Sekyere Afram Plains,2001,2,10.670785
109365,Eastern,Kwahu North,2001,2,11.472821
109366,Central,Gomoa West,2001,2,32.462948
109367,Central,Gomoa East,2001,2,19.476091
109368,Volta,Akatsi,2001,2,11.018932
109369,Volta,Hohoe,2001,2,10.242874
109370,Volta,Kadjebi,2001,2,6.071773
109371,Northern,Zabzugu-Tatale,2001,2,2.805889
109372,Upper East,Garu Tempane,2001,2,1.6921724
109373,Northern,Bunkpurugu Yonyo,2001,2,1.4579419
109374,Northern,Nanumba South,2001,2,2.4484115
109375,Volta,Ho,2001,2,14.019876
109376,Volta,Adaklu Anyigbe,2001,2,13.950411
109377,Northern,Chereponi,2001,2,2.1719456
109378,Northern,Saboba,2001,2,2.4736836
109379,Volta,Jasikan,2001,2,6.5863557
109380,Volta,Ketu North,2001,2,9.844718
109381,Volta,Ketu South,2001,2,7.2065783
109382,Volta,Nkwanta North,2001,2,2.6277988
109383,Volta,Nkwanta South,2001,2,4.157211
109666,Ashanti,Ahafo Ano North,2001,3,110.81187
109667,Ashanti,Ahafo Ano South,2001,3,111.7804
109668,Ashanti,Amansie West,2001,3,113.76046
109669,Ashanti,Asante Akim North,2001,3,123.98323
109670,Ashanti,Asante Akim South,2001,3,141.6234
109671,Ashanti,Ejura Sekye Dumasi,2001,3,109.31808
109672,Brong Ahafo,Asutifi,2001,3,101.11852
109673,Brong Ahafo,Berekum,2001,3,93.998245
109674,Brong Ahafo,Techiman,2001,3,119.62363
109675,Central,Ajumanku / Enyan / Essiam,2001,3,141.3501
109676,Central,Abura / Asebu / Kwamankese,2001,3,105.44583
109677,Central,Asikuma / Odoben / Brakwa,2001,3,143.0981
109678,Central,Cape Coast,2001,3,93.36997
109679,Central,Komenda / Edina / Eguafo / Abirem,2001,3,92.69832
109680,Central,Mfantsiman,2001,3,108.39537
109681,Central,Twifo / Heman / Lower Denkyira,2001,3,148.10051
109682,Eastern,Akwapim North,2001,3,117.21049
109683,Eastern,Akwapim South,2001,3,110.71741
109684,Eastern,Asuogyaman,2001,3,103.18713
109685,Eastern,Fanteakwa,2001,3,136.2017
109686,Eastern,Kwaebibirem,2001,3,141.68051
109687,Eastern,New Juaben Municipal,2001,3,125.94897
109688,Eastern,Suhum / Kraboa Coaltar,2001,3,129.49478
109689,Eastern,West Akim,2001,3,127.57537
109690,Eastern,Yilo Krobo,2001,3,127.51497
109691,Greater Accra,Dangbe East,2001,3,56.827747
109692,Greater Accra,Dangbe West,2001,3,87.4703
109693,Upper West,Lawra,2001,3,12.370461
109694,Upper West,Nadowli,2001,3,11.25221
109695,Volta,Keta Municipal,2001,3,41.569893
109696,Volta,North Tongu,2001,3,80.333725
109697,Western,Ahanta West,2001,3,79.61001
109698,Western,Aowin / Suaman,2001,3,139.16257
109699,Western,Sefwi Bibiani-Ahwiaso Bekwai,2001,3,119.94071
109700,Western,Jomoro,2001,3,113.19546
109701,Ashanti,K M A,2001,3,108.74013
109702,Upper East,Bawku West,2001,3,9.2411
109703,Upper East,Bongo,2001,3,8.715648
109704,Upper East,Builsa,2001,3,12.105403
109705,Northern,West Mamprusi,2001,3,14.601763
109706,Northern,Savelugu Nanton,2001,3,21.750458
109707,Northern,Tolon Kumbugu,2001,3,25.738136
109708,Northern,Yendi,2001,3,21.047628
109709,Northern,Tamale,2001,3,28.008312
109710,Upper West,Wa West,2001,3,16.182676
109711,Upper West,Wa Municipal,2001,3,15.734783
109712,Upper West,Wa East,2001,3,15.274696
109713,Upper East,Bawku Municipal,2001,3,7.275082
109714,Northern,East Mamprusi,2001,3,9.5862875
109715,Northern,Central Gonja,2001,3,36.354717
109716,Northern,West Gonja,2001,3,28.640749
109717,Northern,Bole,2001,3,47.341106
109718,Northern,Sawla / Tuna / Kalba,2001,3,27.003565
109719,Northern,Nanumba North,2001,3,20.090551
109720,Brong Ahafo,Kintampo,2001,3,56.699215
109721,Brong Ahafo,Kintampo South,2001,3,83.875496
109722,Brong Ahafo,Wenchi,2001,3,107.89989
109723,Brong Ahafo,Tain,2001,3,77.47624
109724,Brong Ahafo,Jaman South,2001,3,87.937035
109725,Brong Ahafo,Jaman North,2001,3,80.80211
109726,Brong Ahafo,Asunafo North,2001,3,99.40159
109727,Brong Ahafo,Asunafo South,2001,3,105.56303
109728,Brong Ahafo,Tano North,2001,3,110.87693
109729,Brong Ahafo,Tano South,2001,3,117.99044
109730,Ashanti,Atwima Mponua,2001,3,109.38784
109731,Ashanti,Atwima Nwabiagya,2001,3,109.60332
109732,Ashanti,Amansie Central,2001,3,122.4595
109733,Ashanti,Obuasi Municipal,2001,3,130.83055
109734,Ashanti,Adansi North,2001,3,120.70782
109735,Western,Bia,2001,3,97.65082
109736,Western,Juabeso,2001,3,124.80481
109737,Western,Wassa Amenfi East,2001,3,145.7871
109738,Western,Wassa Amenfi West,2001,3,138.51437
109739,Central,Assin North,2001,3,142.03642
109740,Central,Assin South,2001,3,148.911
109741,Volta,Krachi East,2001,3,42.547394
109742,Volta,Krachi West,2001,3,29.26235
109743,Greater Accra,Ga East,2001,3,73.032364
109744,Volta,South Dayi,2001,3,92.522804
109745,Volta,Norh Dayi (Kpando),2001,3,77.07484
109746,Northern,Karaga,2001,3,19.995003
109747,Northern,Gushiegu,2001,3,15.220705
109748,Brong Ahafo,Pru,2001,3,63.1116
109749,Brong Ahafo,Atebubu Amantin,2001,3,86.93016
109750,Eastern,Kwahu West,2001,3,130.46259
109751,Eastern,Atiwa,2001,3,145.16478
109752,Eastern,East Akim,2001,3,154.47876
109753,Upper West,Sissala West,2001,3,8.537362
109754,Upper West,Sissala East,2001,3,10.237131
109755,Upper East,Bolgatanga,2001,3,9.391704
109756,Upper East,Talensi Nabdam,2001,3,8.562778
109757,Volta,South Tongu,2001,3,52.51447
109758,Upper East,Kasena Nankana East,2001,3,11.254087
109759,Upper East,Kasena Nankana West,2001,3,9.409964
109760,Upper West,Jirapa,2001,3,11.131386
109761,Upper West,Lambussie Karni,2001,3,10.292489
109762,Northern,Kpandai,2001,3,24.472086
109763,Northern,East Gonja,2001,3,34.02677
109764,Brong Ahafo,Dormaa East,2001,3,89.90391
109765,Brong Ahafo,Dormaa Municipal,2001,3,90.37971
109766,Brong Ahafo,Nkoranza South,2001,3,108.93244
109767,Brong Ahafo,Nkoranza North,2001,3,98.95551
109768,Brong Ahafo,Sunyani Municipal,2001,3,106.51959
109769,Brong Ahafo,Sunyani West,2001,3,104.23283
109770,Central,Upper Denkyira West,2001,3,130.23645
109771,Central,Upper Denkyira East,2001,3,152.64832
109772,Central,Awutu Senya,2001,3,104.97918
109773,Central,Effutu,2001,3,84.85099
109774,Western,Prestea / Huni Valley,2001,3,151.00037
109775,Western,Tarkwa Nsuaem,2001,3,128.63803
109776,Western,Sefwi Wiawso,2001,3,124.17572
109777,Western,Sefwi Akontombra,2001,3,133.80284
109778,Greater Accra,Ga West,2001,3,81.83682
109779,Greater Accra,Weija (Ga South),2001,3,89.45509
109780,Greater Accra,Adenta,2001,3,64.92221
109781,Greater Accra,Tema,2001,3,63.372574
109782,Greater Accra,Ashaiman,2001,3,81.23531
109783,Greater Accra,Ledzokuku / Krowor,2001,3,47.83677
109784,Greater Accra,A M A,2001,3,53.4409
109785,Volta,Biakoye,2001,3,67.14118
109786,Eastern,Birim South,2001,3,138.20607
109787,Eastern,Birim Central Municipal,2001,3,131.98393
109788,Eastern,Kwahu East,2001,3,124.28634
109789,Eastern,Kwahu South,2001,3,131.33258
109790,Ashanti,Adansi South,2001,3,132.69408
109791,Ashanti,Bosome Freho,2001,3,140.20934
109792,Ashanti,Sekyere South,2001,3,108.08395
109793,Ashanti,Sekyere Central,2001,3,107.28582
109794,Ashanti,Mampong Municipal,2001,3,105.98553
109795,Ashanti,Offinso North,2001,3,117.93014
109796,Ashanti,Offinso Municipal,2001,3,110.80502
109797,Ashanti,Ejisu Juaben,2001,3,123.68719
109798,Ashanti,Sekyere East,2001,3,120.73537
109799,Central,Agona East,2001,3,129.34462
109800,Central,Agona West,2001,3,132.16263
109801,Eastern,Lower Manya Krobo,2001,3,122.43008
109802,Eastern,Upper Manya Krobo,2001,3,113.87793
109803,Western,Shama,2001,3,100.11228
